2026-04-28 09:54:50.546875
segundo,ampere,volt,NA,segundo,volt,volt
Tiempo,Corriente,Pulso,CantidadPulsos,AnchoPulso,Tension fija,Vds
0,2.9597e-11,0,0,0,0,-5
1,1.56364e-11,0,0,0,0,-5
2,1.44362e-11,0,0,0,0,-5
2.003,1.44362e-11,-11.0,0,0.3,0,-5
2.0060000000000002,1.44362e-11,-11.0,0,0.3,0,-5
2.0090000000000003,1.44362e-11,-11.0,0,0.3,0,-5
2.0120000000000005,1.44362e-11,-11.0,0,0.3,0,-5
2.0150000000000006,1.44362e-11,-11.0,0,0.3,0,-5
2.0180000000000007,1.44362e-11,-11.0,0,0.3,0,-5
2.021000000000001,1.44362e-11,-11.0,0,0.3,0,-5
2.024000000000001,1.44362e-11,-11.0,0,0.3,0,-5
2.027000000000001,1.44362e-11,-11.0,0,0.3,0,-5
2.030000000000001,1.44362e-11,-11.0,0,0.3,0,-5
2.0330000000000013,1.44362e-11,-11.0,0,0.3,0,-5
2.0360000000000014,1.44362e-11,-11.0,0,0.3,0,-5
2.0390000000000015,1.44362e-11,-11.0,0,0.3,0,-5
2.0420000000000016,1.44362e-11,-11.0,0,0.3,0,-5
2.0450000000000017,1.44362e-11,-11.0,0,0.3,0,-5
2.048000000000002,1.44362e-11,-11.0,0,0.3,0,-5
2.051000000000002,1.44362e-11,-11.0,0,0.3,0,-5
2.054000000000002,1.44362e-11,-11.0,0,0.3,0,-5
2.057000000000002,1.44362e-11,-11.0,0,0.3,0,-5
2.0600000000000023,1.44362e-11,-11.0,0,0.3,0,-5
2.0630000000000024,1.44362e-11,-11.0,0,0.3,0,-5
2.0660000000000025,1.44362e-11,-11.0,0,0.3,0,-5
2.0690000000000026,1.44362e-11,-11.0,0,0.3,0,-5
2.0720000000000027,1.44362e-11,-11.0,0,0.3,0,-5
2.075000000000003,1.44362e-11,-11.0,0,0.3,0,-5
2.078000000000003,1.44362e-11,-11.0,0,0.3,0,-5
2.081000000000003,1.44362e-11,-11.0,0,0.3,0,-5
2.084000000000003,1.44362e-11,-11.0,0,0.3,0,-5
2.0870000000000033,1.44362e-11,-11.0,0,0.3,0,-5
2.0900000000000034,1.44362e-11,-11.0,0,0.3,0,-5
2.0930000000000035,1.44362e-11,-11.0,0,0.3,0,-5
2.0960000000000036,1.44362e-11,-11.0,0,0.3,0,-5
2.0990000000000038,1.44362e-11,-11.0,0,0.3,0,-5
2.102000000000004,1.44362e-11,-11.0,0,0.3,0,-5
2.105000000000004,1.44362e-11,-11.0,0,0.3,0,-5
2.108000000000004,1.44362e-11,-11.0,0,0.3,0,-5
2.111000000000004,1.44362e-11,-11.0,0,0.3,0,-5
2.1140000000000043,1.44362e-11,-11.0,0,0.3,0,-5
2.1170000000000044,1.44362e-11,-11.0,0,0.3,0,-5
2.1200000000000045,1.44362e-11,-11.0,0,0.3,0,-5
2.1230000000000047,1.44362e-11,-11.0,0,0.3,0,-5
2.1260000000000048,1.44362e-11,-11.0,0,0.3,0,-5
2.129000000000005,1.44362e-11,-11.0,0,0.3,0,-5
2.132000000000005,1.44362e-11,-11.0,0,0.3,0,-5
2.135000000000005,1.44362e-11,-11.0,0,0.3,0,-5
2.1380000000000052,1.44362e-11,-11.0,0,0.3,0,-5
2.1410000000000053,1.44362e-11,-11.0,0,0.3,0,-5
2.1440000000000055,1.44362e-11,-11.0,0,0.3,0,-5
2.1470000000000056,1.44362e-11,-11.0,0,0.3,0,-5
2.1500000000000057,1.44362e-11,-11.0,0,0.3,0,-5
2.153000000000006,1.44362e-11,-11.0,0,0.3,0,-5
2.156000000000006,1.44362e-11,-11.0,0,0.3,0,-5
2.159000000000006,1.44362e-11,-11.0,0,0.3,0,-5
2.162000000000006,1.44362e-11,-11.0,0,0.3,0,-5
2.1650000000000063,1.44362e-11,-11.0,0,0.3,0,-5
2.1680000000000064,1.44362e-11,-11.0,0,0.3,0,-5
2.1710000000000065,1.44362e-11,-11.0,0,0.3,0,-5
2.1740000000000066,1.44362e-11,-11.0,0,0.3,0,-5
